	TCGA-CU-A0YN-11A-11R-A10U-07	TCGA-BT-A20N-11A-11R-A14Y-07	TCGA-CU-A0YR-11A-13R-A10U-07	TCGA-K4-A3WV-11A-21R-A22U-07	TCGA-GD-A2C5-11A-11R-A180-07	TCGA-GD-A3OP-11A-11R-A220-07	TCGA-BT-A20U-11A-11R-A14Y-07	TCGA-GC-A3WC-11A-11R-A22U-07	TCGA-BL-A13J-11A-13R-A10U-07	TCGA-BT-A2LB-11A-11R-A18C-07	TCGA-K4-A5RI-11A-11R-A28M-07	TCGA-BT-A20R-11A-11R-A16R-07	TCGA-K4-A54R-11A-11R-A26T-07	TCGA-BT-A20W-11A-11R-A14Y-07	TCGA-BT-A20Q-11A-11R-A14Y-07	TCGA-GC-A3BM-11A-11R-A22U-07	TCGA-GD-A3OQ-11A-21R-A220-07
286	14.89	17.13	30.78	12.27	11.82	860.08	50.63	32.36	7.4	85.82	37.85	3.99	35.76	32.36	18.84	17.25	209.84
287	842.36	703.28	532.74	94.01	120.1	91.41	82.29	363.56	902.89	94.01	392.44	775.05	260.38	358.54	669.92	137.14	224.97
288	69.52	122.64	144.01	447.82	167.9	409.15	258.57	209.84	141.02	283.05	202.66	136.19	371.22	301.33	147.06	395.18	435.55
290	134.3	155.5	269.6	52.08	163.28	67.59	49.21	194.36	241.19	121.79	511	236.21	591.22	441.64	108.14	346.29	521.76
291	2555.58	2720.15	1806.78	688.78	514.56	571.05	802.41	1733.13	2956.17	406.31	624.99	2758.13	441.64	599.49	3039.3	551.56	866.07
292	9808.75	6250.56	6745.86	6164.49	6207.38	11504.21	14663.09	7485.11	6652.97	11584.24	7382.04	8078.22	7280.4	9474.59	6607.01	5041.77	7130.55
293	5255.91	4836.35	5403.7	8598.28	3212.66	4903.87	6471.02	5751.61	4152.18	4607.24	7966.99	5006.93	6207.38	4512.4	3928.15	7280.4	5555.65
301	3901.01	4543.8	5076.84	7032.37	7130.55	14361.31	120609.84	7857.29	4704.07	218912.29	15715.58	5954.47	34635.37	6471.02	5633.22	29124.6	6840.04
302	14461.21	10512.82	15075.35	14867.79	23169.48	29327.18	47974.16	15499.21	11112.3	88905.42	21768.19	12589.08	36357.37	24660.96	11664.82	26986.43	15824.9
306	64.34	119.26	142.01	490.14	269.6	289.02	1819.35	239.52	70.51	2133.97	84.04	190.34	141.02	343.89	85.82	48.87	194.36
307	1044.52	1051.79	1991	2468.49	2935.74	2875.3	1721.16	2287.2	1340.84	1769.57	1806.78	902.89	1781.89	2915.45	1457.23	2682.69	2956.17
308	9344.14	8022.41	7537.18	2573.36	4543.8	2777.33	2537.92	4972.34	6337.83	3928.15	6079.61	8840.04	6121.9	8658.09	9945.68	5292.48	5076.84
309	16045.82	11745.96	9945.68	1250.98	1896.65	1617	2119.22	10225.32	12676.65	1487.87	4704.07	11584.24	1233.75	5147.73	13492.72	2209.26	4038.61
310	3060.45	3372.43	4066.71	2956.17	6607.01	3212.66	3716.2	3081.75	3467.27	3039.3	3467.27	3081.75	3443.31	3018.3	3794.3	3212.66	3257.52
311	3716.2	3639.7	4450.27	7911.95	11584.24	8134.41	7589.61	6207.38	4358.66	9606.86	6121.9	3280.18	7695.57	4152.18	4388.98	5633.22	5403.7
312	3.53	10.16	4.9	7.11	0.75	2.03	2.41	4.78	7.75	0	7.46	11.82	0	56.68	2.23	0	0.39
313	44.25	75.11	60.82	63	155.5	113.56	72.01	149.12	37.32	131.51	438.59	39.79	115.16	232.94	26.1	103.69	120.1
314	6.21	12	23.59	56.28	63	19.53	15.22	19.11	13.03	11.21	34.26	11.04	92.05	22.43	13.72	38.67	69.52
316	684.02	414.87	842.36	59.13	88.88	62.56	62.56	249.73	1059.11	187.71	395.18	316.37	139.07	397.93	332.14	187.71	182.55
317	103.69	124.37	127.89	150.17	215.77	143.01	69.52	136.19	98.73	87.03	128.79	114.36	115.16	181.28	61.68	191.67	176.29
318	884.29	1030.12	1437.15	848.22	297.17	583.07	1073.91	808	1037.29	1015.93	1225.22	536.45	176.29	995	575.03	470.14	368.65
319	0	0	0	0	0	0	0	0	1.28	0	0	0	0	0	0	0	0
320	79.45	62.12	73.03	151.22	71	56.28	81.71	84.63	100.83	49.56	41.52	63.89	49.21	60.82	77.79	80.57	143.01
321	18.56	16.88	31.45	39.79	29.91	17.9	16.88	44.25	15.68	39.5	62.56	8.85	38.95	134.3	27.84	62.12	69.52
322	1313.23	1151.06	1233.75	412	293.07	262.2	242.88	1088.92	1697.45	256.78	674.59	1250.98	249.73	620.67	1594.73	540.19	620.67
323	409.15	400.71	450.94	95.34	158.79	96.01	98.73	253.23	420.68	120.94	141.02	497	123.5	323.03	339.14	239.52	239.52
324	231.32	256.78	170.25	71	133.36	83.45	108.9	133.36	182.55	117.6	51.71	182.55	58.71	156.59	217.27	94.01	175.07
325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	0	0	1.22	1.69	0	0.68	0.8	1.19	0	1.64	2.12	1.75	0.71	0	0	1.57	1.1
327	1583.71	1175.27	1498.22	2400.97	2400.97	1923.14	1572.76	1467.37	1199.98	1662.49	1794.29	1066.48	1498.22	1781.89	1225.22	1977.24	1757.34
328	3018.3	2573.36	3491.39	5219.6	3982.99	3190.46	3146.52	3614.55	2485.67	2400.97	3540.14	2468.49	2701.35	3928.15	2682.69	3018.3	3665.02
329	343.89	432.53	525.39	603.67	848.22	684.02	432.53	579.04	389.72	525.39	656.11	381.68	830.75	915.51	303.44	848.22	748.61
330	137.14	514.56	470.14	111.21	318.57	154.42	143.01	529.06	198.47	320.8	693.58	819.3	503.95	406.31	167.9	400.71	172.65
331	361.04	287.01	381.68	521.76	450.94	406.31	420.68	336.79	234.57	490.14	395.18	228.13	497	373.81	295.11	543.96	559.28
332	1407.55	23.76	50.98	8.13	327.56	40.93	312	60.82	4.78	279.14	186.4	18.29	9.48	684.02	6.16	68.55	37.32
333	220.32	58.3	217.27	62.12	40.93	45.85	38.4	62.12	59.55	79.45	110.43	78.89	27.05	116.78	41.52	60.82	56.28
334	7857.29	5791.62	7642.41	6516.03	8658.09	4736.79	2976.74	5479.15	6652.97	3540.14	5329.3	5517.27	6652.97	8134.41	6121.9	7382.04	8658.09
335	18.29	7.11	8.99	7.17	3.72	3.41	4.43	7.17	3.08	3.35	11.73	8.32	8.06	8.06	5.32	5.54	9.2
336	7.06	0	0	0	0	0	3.63	6.36	0	0	0	0	0	94.01	0	0	0.77
337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	8.71	12.64	4.46	0	0	0.68	1.2	2.78	14.14	0	0.72	4.82	0.72	1.85	12.18	1.19	2.2
339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341	234.57	483.38	941.27	796.86	1519.15	316.37	555.41	1119.56	334.46	718.08	2209.26	265.87	995	1427.22	221.86	819.3	283.05
343	0	1.33	3.23	2.71	1.48	1.68	0.8	2.36	0.87	1.64	3.17	0.44	1.39	0.74	1.33	0	2.92
344	0	0	0.83	1.38	46.84	3.35	33.3	35.5	2.18	0	62.12	0	0	17.38	0	7.4	0
345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	0	0	0	0.68	2.89	1	2.36	0	0	0	3.5	0	0	0	0	0	0
347	2240.11	7485.11	21026.65	1322.37	1199.98	2319.15	647.07	4607.24	12415.75	2018.8	5076.84	6294.04	1806.78	2875.3	3901.01	2384.37	1437.15
348	1066.48	1991	2796.65	1225.22	4095	1977.24	1088.92	1977.24	878.17	4268.94	11424.74	1832.01	1242.34	3372.43	764.36	1437.15	1044.52
350	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0
351	14065.74	11189.6	14361.31	7280.4	7180.15	4802.93	3820.7	10883.59	12589.08	3564.78	6699.25	11745.96	6792.79	14867.79	12329.98	10014.87	10084.54
353	1806.78	1819.35	2335.28	5441.3	3589.58	4671.57	7230.1	2090.03	1407.55	5594.3	5555.65	1340.84	3395.89	3820.7	1662.49	3515.68	3235.01
354	0	0	0	0	0.77	0	0	0	0	0	0	0	20.41	13.42	0	0	0
355	305.55	348.71	358.54	167.9	255	226.54	224.97	358.54	253.23	214.27	406.31	185.11	202.66	607.87	262.2	612.11	277.2
356	0.89	0.91	11.3	4.74	17.51	15.91	29.06	10.63	0	13.83	12.64	0.45	7.63	22.43	0	41.22	15.68
357	9.2	3.99	37.32	214.27	78.89	128.79	96.01	38.95	31	100.83	68.55	15.34	77.25	151.22	6.16	147.06	204.07
358	8538.88	8658.09	14867.79	2997.45	2351.53	2816.11	2287.2	9279.58	11504.21	3794.3	4903.87	8963.45	2133.97	7081.29	12676.65	4181.07	3928.15
359	2.61	5.28	1.62	0	1.46	0	0.39	0.39	3.86	0	0.36	4.78	2.78	0.37	0.88	0.78	1.83
360	79.45	78.34	5594.3	27363.16	28328.16	43236.64	98646.85	8963.45	53.57	59063.35	23009.42	171.45	140478.49	10883.59	64.8	49322.93	17078.76
361	1.77	3.53	4.06	11.04	4.78	4.35	2.78	1.58	1.31	2.07	9.48	2.63	2.46	2.92	0	3.14	4.39
362	18.29	6.21	10.16	1.39	194.36	1.36	228.13	8.32	0	4.54	10.96	7.88	2.14	14.56	6.16	1.6	6.26
363	2.61	0.88	2.41	0	0.74	0	0	2.36	0	0.41	1.41	1.31	0.36	0.73	1.75	0.39	4.35
364	18.29	198.47	139.07	126.12	57.08	35.5	17	93.35	177.53	41.22	81.71	111.21	432.53	115.97	124.37	199.85	162.14
366	5.73	61.68	3.69	1.39	11.04	5.06	3.63	4.39	45.21	17.64	122.64	23.93	11.21	4.82	3.56	7.88	11.38
367	134.3	86.43	171.45	255	42.11	185.11	93.35	115.16	189.02	102.25	74.58	96.01	63.45	173.85	148.09	152.28	239.52
368	7.46	3.11	27.84	17.25	19.39	16.27	2.81	3.2	6.94	14.78	11.64	31.22	2.84	11.73	2.23	22.59	12.45
369	1199.98	1304.15	1467.37	1233.75	1322.37	1427.22	1051.79	1457.23	1242.34	1216.75	1697.45	961.07	1183.45	1259.69	1135.2	1378.57	1259.69
372	2255.7	2271.4	2367.9	1977.24	2209.26	2032.85	2319.15	2047	2163.77	2271.4	1733.13	1896.65	1991	2434.5	2335.28	1991	1963.57
373	191.67	199.85	237.86	80.01	102.25	62.12	81.71	175.07	264.03	50.98	95.34	159.9	50.98	119.26	198.47	97.36	152.28
374	13.12	351.14	269.6	351.14	2645.74	6935.54	381.68	915.51	348.71	10585.95	1540.37	915.51	24832.5	2627.46	35	8598.28	3235.01
375	7280.4	7485.11	8718.32	7857.29	7857.29	8022.41	8963.45	7382.04	7433.4	9025.81	8840.04	6792.79	8134.41	10368.08	7966.99	7911.95	7485.11
377	1950	1857.6	2451.44	1950	2075.59	1757.34	1977.24	1662.49	1617	1794.29	1540.37	2739.08	1685.71	2645.74	1909.85	1870.53	2468.49
378	4038.61	4869.99	3847.29	3540.14	4123.49	4419.52	4181.07	3395.89	3018.3	4671.57	3955.48	4802.93	6164.49	5441.3	3639.7	6250.56	4607.24
379	1397.83	878.17	1191.69	785.88	1250.98	3515.68	3928.15	1572.76	1059.11	1477.58	1059.11	371.22	1583.71	603.67	1233.75	1242.34	1051.79
381	3467.27	3039.3	3665.02	5403.7	4903.87	5366.37	7695.57	4010.71	2835.7	6516.03	5479.15	2609.3	4328.55	4704.07	3212.66	4268.94	3515.68
382	1359.57	1111.82	1467.37	2351.53	2915.45	4152.18	4704.07	1769.57	928.3	7485.11	2997.45	1896.65	4298.64	2701.35	995	3928.15	2255.7
383	0	3.11	1.66	4.1	4.06	6.67	379.04	1.6	17.64	51.35	7.75	3.53	0.73	1.85	0	0	2.97
384	152.28	234.57	187.71	277.2	1066.48	819.3	909.17	389.72	127	3081.75	1059.11	96.01	2935.74	470.14	92.05	2367.9	379.04
387	13123.73	11424.74	12853.63	7280.4	10368.08	7695.57	7803.01	9673.69	11345.82	9606.86	9740.98	12329.98	7589.61	11267.44	11992.79	7749.1	8598.28
388	21320.18	37901.36	19892.37	6887.62	5872.48	8191	5791.62	25708.25	21919.61	10659.59	10154.69	26800.01	9740.98	9540.5	22850.48	6426.31	9344.14
389	8134.41	6561.36	10014.87	5791.62	5672.41	4769.75	3467.27	7331.05	6337.83	3665.02	7966.99	8598.28	4769.75	7803.01	7695.57	7081.29	5672.41
390	638.15	6516.03	703.28	1340.84	2104.58	2720.15	981.29	3060.45	1059.11	7966.99	1794.29	7180.15	4239.45	1417.35	1427.22	4972.34	1037.29
391	1340.84	1191.69	1519.15	1304.15	1757.34	1437.15	1923.14	1561.89	1277.29	2133.97	3018.3	1151.06	1709.26	1721.16	1167.14	1277.29	1167.14
392	7280.4	5329.3	5255.91	2417.67	1225.22	1909.85	2240.11	4010.71	6792.79	1594.73	2163.77	3874.05	1583.71	2758.13	7382.04	1977.24	3103.19
393	309.83	339.14	420.68	275.28	642.59	387.02	423.61	802.41	223.41	420.68	1651	190.34	392.44	466.88	164.42	366.09	371.22
394	866.07	1081.39	571.05	454.09	466.88	490.14	660.68	624.99	1096.5	444.72	361.04	1143.1	647.07	842.36	884.29	660.68	802.41
395	336.79	406.31	320.8	224.97	87.03	102.97	49.91	253.23	414.87	93.35	191.67	323.03	373.81	289.02	351.14	384.34	363.56
396	6652.97	6561.36	6745.86	7803.01	9808.75	8305.36	8421.31	6607.01	4639.29	9876.98	10733.74	6983.79	10585.95	8963.45	5633.22	9945.68	6164.49
397	1769.57	1819.35	4575.41	6426.31	6935.54	7589.61	2816.11	5995.9	1322.37	4639.29	10883.59	1447.15	4268.94	7032.37	854.13	4869.99	5517.27
398	6.62	3.56	15	7.51	7	15.34	5.59	20.86	7.82	18.84	1.81	13.12	1.43	21.47	22.75	18.03	6.62
399	55.89	94.01	470.14	57.08	323.03	94.01	98.73	441.64	45.53	297.17	521.76	105.89	134.3	256.78	6.73	164.42	83.45
400	1662.49	1369.04	1529.73	1233.75	1977.24	1259.69	1977.24	1151.06	1437.15	1313.23	1008.9	1407.55	1159.07	1781.89	1697.45	1111.82	1794.29
401	0	0	0	1.03	2.94	0	0	1.19	0	0	0	0	0	0	0	0	0
402	4736.79	4268.94	4836.35	2384.37	1594.73	1991	2133.97	3716.2	4095	1883.54	3614.55	3395.89	1519.15	3443.31	4328.55	2240.11	2451.44
403	299.25	269.6	334.46	277.2	182.55	198.47	104.42	295.11	361.04	141.02	237.86	267.73	182.55	295.11	343.89	239.52	258.57
405	633.73	713.11	599.49	341.51	555.41	379.04	363.56	540.19	603.67	314.17	400.71	514.56	361.04	575.03	536.45	660.68	525.39
406	84.63	132.44	170.25	151.22	140.04	71	104.42	98.04	305.55	92.7	132.44	127.89	122.64	115.97	154.42	128.79	187.71
407	0	0	0	2.05	0	2.71	0	0	0	0	0	0	0	0	0	0	1.48
408	708.18	521.76	698.41	507.46	723.08	389.72	211.31	511	595.34	229.72	363.56	358.54	161.02	583.07	575.03	500.46	571.05
409	708.18	647.07	511	450.94	764.36	579.04	381.68	947.83	629.35	518.15	1757.34	429.54	483.38	954.43	403.5	547.75	651.58
410	624.99	543.96	669.92	753.83	708.18	819.3	688.78	921.88	457.25	656.11	1508.65	444.72	995	860.08	497	878.17	1073.91
411	323.03	191.67	151.22	58.3	77.25	68.07	57.49	137.14	204.07	59.97	128.79	118.43	65.72	255	199.85	122.64	186.4
412	0	111.21	138.1	260.38	228.13	603.67	92.7	236.21	126.12	191.67	145.02	156.59	119.26	171.45	107.38	118.43	214.27
414	232.94	221.86	406.31	1540.37	575.03	607.87	361.04	426.57	215.77	371.22	389.72	242.88	708.18	373.81	204.07	848.22	872.1
415	19.68	14.14	29.48	13.93	17.25	3.41	2.03	17.38	12.09	12.74	7.82	29.91	17.77	8.45	19.25	10.63	11.04
416	1.75	0	1.62	4.39	0	22.59	329.84	20.56	0.44	232.94	2.12	0	0.36	2.92	0	5.45	9.78
417	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0.73	0	0	0.37
419	23.25	48.18	40.93	9.56	9.27	7.75	14.78	34.75	16.88	5.41	30.34	59.55	17.9	16.15	10.16	11.04	11.04
420	7	6.21	13.32	1.39	4.43	8.71	3.23	7.94	24.46	13.12	5.32	5.68	1.43	2.23	5.73	0.82	0.77
421	120.1	182.55	283.05	158.79	228.13	105.89	52.82	267.73	76.71	87.03	133.36	172.65	138.1	186.4	511	181.28	141.02
427	3303	3257.52	3847.29	6699.25	4123.49	4419.52	3768.09	3901.01	3212.66	3395.89	3716.2	2976.74	4450.27	3467.27	3235.01	4123.49	6887.62
429	0.44	0	0.82	0.68	37.59	8.58	0	0.4	0	10.55	2.12	0.44	0	1.1	0	0	0
430	4.86	3.99	13.42	172.65	64.34	85.82	46.18	26.47	3.92	28.04	67.59	1.77	24.81	29.7	0	74.58	101.54
432	31.9	31.22	29.7	18.97	14.78	28.65	43.94	30.34	10.88	40.07	81.14	21.01	21.01	38.95	15	27.44	31
433	9.63	20.11	12.55	5.45	13.62	21.94	11.13	37.32	3.5	22.59	87.65	7	6.31	39.79	1.79	24.99	14.24
434	8.32	6.62	2.05	32.36	8.06	3.69	0	10.63	0	3.32	20.11	5.23	2.12	21.78	6.16	13.32	5.15
435	323.03	400.71	591.22	967.76	1268.46	718.08	753.83	412	291.04	1001.93	764.36	312	733.19	447.82	287.01	679.29	651.58
438	2.18	0	4.06	5.06	2.2	4.98	1.2	3.56	2.16	2.05	13.32	0.88	2.1	0.38	2.63	3.53	0.38
439	1477.58	1369.04	1628.26	1685.71	2796.65	1519.15	2061.24	1208.34	1175.27	1529.73	1745.2	1081.39	1111.82	1936.53	1378.57	1487.87	1447.15
440	473.41	563.18	503.95	334.46	514.56	242.88	281.09	486.75	521.76	260.38	389.72	698.41	339.14	441.64	660.68	348.71	353.59
443	111.21	126.12	104.42	162.14	62.56	189.02	35.76	181.28	95.34	76.17	183.82	126.12	165.57	312	73.54	271.48	182.55
444	2796.65	2148.82	2434.5	2417.67	1583.71	2895.31	2287.2	1794.29	2351.53	1304.15	2417.67	3235.01	2468.49	2193.99	2061.24	1950	2591.27
445	1594.73	1561.89	3515.68	10440.2	3372.43	27553.49	6516.03	11189.6	1896.65	1662.49	7032.37	1896.65	9279.58	4575.41	1322.37	4358.66	5791.62
460	0.88	1.33	2.43	2.71	1.83	0.68	0	1.19	1.3	0.42	3.53	2.18	4.5	8.32	0.45	27.05	4.03
462	0.89	3.08	3.26	1.03	4.39	1.01	0.82	2.78	3.89	1.66	3.53	0.45	0	2.2	5.23	1.97	2.2
463	271.48	273.37	199.85	215.77	147.06	95.34	57.89	151.22	273.37	59.55	70.51	229.72	118.43	182.55	275.28	187.71	248
466	457.25	603.67	665.29	420.68	529.06	366.09	339.14	500.46	525.39	536.45	346.29	536.45	392.44	620.67	417.77	476.71	571.05
467	1651	79022.82	4769.75	3303	13586.57	22072.07	1697.45	18304.63	3690.52	4972.34	3589.58	28723.62	4481.23	6121.9	6561.36	35363.15	15607.02
468	11504.21	18178.19	10883.59	7433.4	4268.94	5711.87	8134.41	16727.26	24660.96	8840.04	9740.98	15715.58	9673.69	6652.97	23656.34	7857.29	6250.56
471	1427.22	1617	1757.34	2645.74	1923.14	2104.58	1487.87	1883.54	2090.03	1216.75	1697.45	1388.16	1023	1936.53	1605.83	1572.76	1697.45
472	251.48	363.56	299.25	169.07	267.73	122.64	148.09	366.09	249.73	141.02	111.99	320.8	271.48	314.17	262.2	320.8	389.72
473	1923.14	1950	1605.83	1350.18	825	591.22	624.99	1407.55	2193.99	387.02	624.99	1936.53	775.05	961.07	2032.85	954.43	1233.75
474	0	0	0	0	0.73	0	0	0	0	0	0	0	0	0	0	0	0
475	3146.52	2627.46	3467.27	3081.75	2468.49	2682.69	3564.78	3395.89	3146.52	3742.05	4769.75	2271.4	1769.57	3874.05	3146.52	2367.9	2573.36
476	2119.22	2351.53	3639.7	4210.15	6935.54	6381.92	11504.21	2935.74	2287.2	10659.59	4123.49	6745.86	8305.36	5041.77	1781.89	5366.37	4607.24
477	2335.28	1498.22	1806.78	361.04	65.26	87.65	246.28	2835.7	2520.38	113.56	343.89	1697.45	68.07	444.72	1819.35	104.42	400.71
478	7	3.53	12.55	5.77	10.63	4.35	5.96	9.48	2.61	10.24	15.8	2.63	3.5	19.25	3.53	4.31	9.85
479	0	0	0	0.35	3.66	0.35	34.26	4.31	0	0	0	0	0	1.46	0	0	6.16
480	2.29	4.54	202.66	575.03	129.69	1.75	0	87.03	0.48	3	279.14	19.53	866.07	229.72	0.95	679.29	1628.26
481	785.88	890.44	1191.69	2485.67	3212.66	2796.65	5995.9	2682.69	708.18	6607.01	1498.22	532.74	2384.37	1519.15	587.13	1639.59	1963.57
482	117.6	88.26	226.54	87.03	53.57	37.59	31.22	80.01	41.22	72.52	80.01	78.89	99.43	177.53	33.06	211.31	137.14
483	1674.06	1857.6	2209.26	2591.27	4239.45	3874.05	8538.88	2468.49	1427.22	8305.36	4869.99	3491.39	6207.38	3982.99	1437.15	4704.07	2193.99
486	29.91	26.47	45.53	12.64	56.68	23.25	26.67	43.94	38.95	28.86	98.73	13.72	12.36	105.15	17.64	16.27	35.25
487	24.46	22.43	21.94	10.88	9.2	24.81	21.94	25.72	60.82	7.46	9.56	45.85	16.75	9.93	6.62	12.55	7.4
488	5403.7	4481.23	3614.55	2255.7	2047	2777.33	3372.43	3419.52	5711.87	3564.78	2417.67	3874.05	4010.71	3742.05	5479.15	2976.74	3589.58
489	376.41	511	728.11	201.25	728.11	332.14	289.02	1044.52	476.71	412	967.76	409.15	267.73	514.56	688.78	267.73	381.68
490	343.89	373.81	476.71	358.54	441.64	483.38	116.78	301.33	281.09	248	624.99	271.48	1286.18	708.18	285.03	728.11	674.59
491	2.63	3.08	2.43	0.35	0.74	0.68	0.8	1.19	5.59	2.05	1.07	2.61	1.06	2.18	8.71	0.79	1.48
492	2.61	0	0.41	0.34	0.37	0.34	1.58	2.34	0.43	0	0	0.44	1.04	6.11	0	5.41	4.35
493	7433.4	7081.29	5219.6	775.05	988.12	842.36	1331.57	3794.3	6516.03	836.53	1088.92	6792.79	1073.91	1757.34	7433.4	1135.2	2287.2
495	0	0	4.06	0.36	0.39	0	0	0	0	0	0.37	0	0	0.38	0	0	0
496	0	0	0	0.68	1.48	1.35	0	0	0	0	3.17	0.44	1.41	0.74	0	0	1.48
498	11992.79	10585.95	11664.82	11584.24	9808.75	10883.59	12502.12	11035.54	11035.54	11992.79	9088.59	11112.3	8191	8840.04	10808.41	8718.32	10084.54
501	1733.13	1167.14	1757.34	1250.98	860.08	1832.01	1745.2	1340.84	1286.18	2255.7	669.92	1051.79	1819.35	1794.29	1066.48	1605.83	2047
506	14065.74	13306.94	13776.25	13586.57	9673.69	15285.81	19618.49	12589.08	11992.79	18689.27	11992.79	14461.21	13586.57	13215.02	12329.98	11909.94	12764.83
509	5403.7	5076.84	5076.84	5255.91	5147.73	5219.6	8479.89	5183.54	4972.34	5366.37	5292.48	5403.7	3614.55	5751.61	5329.3	3665.02	4298.64
513	3103.19	3190.46	3280.18	4543.8	3955.48	3982.99	6516.03	3564.78	3419.52	4123.49	5954.47	3212.66	2739.08	3081.75	3955.48	3103.19	2609.3
514	1639.59	1662.49	1844.76	1896.65	3540.14	1769.57	2303.12	1909.85	1674.06	2004.85	2240.11	2104.58	1199.98	1950	1561.89	1857.6	1388.16
515	6935.54	5441.3	6792.79	9606.86	8191	7857.29	10368.08	6840.04	5594.3	9025.81	6607.01	6561.36	6337.83	8078.22	5441.3	6745.86	7911.95
516	4481.23	4543.8	4736.79	5751.61	5112.16	5995.9	10733.74	3103.19	3847.29	6207.38	4239.45	3820.7	2701.35	5183.54	3982.99	3303	4388.98
517	13776.25	12676.65	17437.64	25708.25	14867.79	18052.61	19214.73	18304.63	12853.63	15285.81	17927.91	9808.75	12853.63	16045.82	12160.22	18560.17	14765.09
518	7180.15	5872.48	6079.61	7537.18	5594.3	7911.95	13123.73	5403.7	4769.75	9474.59	7180.15	6607.01	5791.62	7130.55	6079.61	5594.3	6381.92
521	11745.96	10883.59	13215.02	17078.76	12589.08	13681.08	26986.43	13033.07	10808.41	15285.81	13492.72	10585.95	7382.04	15285.81	11909.94	11504.21	11664.82
522	9344.14	8363.13	7537.18	4512.4	6426.31	4704.07	8078.22	7433.4	10014.87	6164.49	5831.91	9740.98	2895.31	5517.27	8901.53	3639.7	4328.55
523	285.03	281.09	406.31	400.71	591.22	518.15	775.05	305.55	269.6	511	376.41	206.94	353.59	595.34	241.19	438.59	599.49
525	3.11	6.26	27.64	18.97	61.68	17.77	8.85	20.11	11.73	9.13	14.14	18.43	3.2	10.31	3.56	11.47	8.51
526	1073.91	1127.35	995	733.19	723.08	796.86	967.76	981.29	1073.91	1023	1066.48	988.12	591.22	928.3	866.07	759.08	872.1
527	2090.03	2303.12	2384.37	4066.71	5555.65	4358.66	7803.01	2485.67	1950	6792.79	5006.93	2555.58	5219.6	3665.02	1806.78	4388.98	3103.19
528	532.74	518.15	547.75	521.76	866.07	438.59	353.59	514.56	633.73	366.09	444.72	607.87	470.14	638.15	470.14	555.41	647.07
529	3794.3	3982.99	4152.18	3168.41	2997.45	3190.46	3103.19	3874.05	4671.57	3081.75	3372.43	3564.78	2148.82	3081.75	4704.07	2997.45	2997.45
533	1617	1757.34	2090.03	3146.52	5147.73	3443.31	4010.71	2367.9	1628.26	4298.64	4298.64	1662.49	2816.11	3395.89	1457.23	2434.5	2485.67
534	50.98	32.59	48.18	16.03	20.56	25.35	7.63	45.21	48.52	14.89	22.26	25.72	8.85	20.11	40.36	21.63	11.82
535	612.11	825	947.83	476.71	743.43	503.95	1073.91	748.61	764.36	813.63	808	612.11	954.43	620.67	674.59	629.35	651.58
537	1268.46	1242.34	1936.53	3794.3	5006.93	3212.66	3168.41	2047	1250.98	2627.46	2451.44	1015.93	2502.97	2997.45	1143.1	2895.31	3103.19
538	115.97	86.43	114.36	167.9	140.04	117.6	120.94	99.43	99.43	123.5	74.06	96.68	178.77	152.28	94.01	205.5	221.86
539	6983.79	6294.04	7803.01	7966.99	7433.4	6792.79	9409.14	7749.1	6607.01	7485.11	6607.01	6652.97	5147.73	6079.61	6840.04	6037.61	5403.7
540	24.99	35.76	26.86	43.32	60.82	26.47	12.09	39.22	41.81	16.63	16.03	24.11	27.84	33.3	27.84	41.52	72.52
545	208.38	318.57	293.07	497	718.08	555.41	500.46	403.5	201.25	470.14	392.44	283.05	234.57	463.65	224.97	457.25	511
546	514.56	444.72	432.53	228.13	351.14	253.23	158.79	389.72	454.09	173.85	212.78	507.46	253.23	426.57	384.34	392.44	473.41
547	1.35	8.38	5.73	5.77	9.2	1.38	0	3.59	3.06	3.76	1.45	5.73	3.2	53.95	0.91	31	31.9
549	223.41	260.38	267.73	476.71	269.6	323.03	318.57	381.68	309.83	246.28	318.57	289.02	248	283.05	258.57	373.81	412
550	1183.45	1397.83	1733.13	3325.99	3419.52	3325.99	3018.3	2209.26	1407.55	2777.33	2555.58	1208.34	3540.14	2384.37	1304.15	2835.7	2255.7
551	0	0	0	3.72	4.03	0	0	0	0	0	0	0	0	0	0	0	0
552	17.64	48.18	133.36	13.93	15.91	5.77	3.26	15.91	20.41	32.13	12.83	209.84	24.81	72.01	8	29.06	14.35
553	0	0	0.41	1.35	0.38	0	0	0	0	0	0.71	0	0	0.73	1.75	0.79	2.18
554	42.41	19.11	140.04	19.39	35.76	64.8	21.94	78.89	36.79	19.82	48.52	15.45	6.78	63.45	44.89	40.93	36.79
558	1617	1295.13	1313.23	283.05	201.25	232.94	239.52	1023	1417.35	332.14	665.29	1457.23	1216.75	802.41	1745.2	414.87	500.46
563	12.18	72.52	211.31	417.77	389.72	269.6	42.41	106.63	95.34	112.77	147.06	36.79	460.44	91.41	51.35	301.33	269.6
