	TCGA-CU-A0YN-11A-11R-A10U-07	TCGA-BT-A20N-11A-11R-A14Y-07	TCGA-CU-A0YR-11A-13R-A10U-07	TCGA-K4-A3WV-11A-21R-A22U-07	TCGA-GD-A2C5-11A-11R-A180-07	TCGA-GD-A3OP-11A-11R-A220-07	TCGA-BT-A20U-11A-11R-A14Y-07	TCGA-GC-A3WC-11A-11R-A22U-07	TCGA-BL-A13J-11A-13R-A10U-07	TCGA-BT-A2LB-11A-11R-A18C-07	TCGA-K4-A5RI-11A-11R-A28M-07	TCGA-BT-A20R-11A-11R-A16R-07	TCGA-K4-A54R-11A-11R-A26T-07	TCGA-BT-A20W-11A-11R-A14Y-07	TCGA-BT-A20Q-11A-11R-A14Y-07	TCGA-GC-A3BM-11A-11R-A22U-07	TCGA-GD-A3OQ-11A-21R-A220-07
163255	61.25	52.08	85.22	129.69	41.22	44.89	35.25	102.25	106.63	27.84	42.11	44.57	31	47.17	72.01	68.07	64.8
163259	20.71	40.36	55.49	102.25	48.52	281.09	438.59	59.97	32.13	836.53	92.05	44.25	412	66.65	41.52	234.57	157.68
163351	0	0	2.48	13.83	2.25	18.03	5441.3	2.01	0.46	1540.37	2.51	0.46	10.88	3.35	2.23	9.41	16.88
163479	0.43	0	0	0.34	0	0	0	0	0.43	0.41	0	0	0	0	0	0	0.37
163486	64.34	73.54	100.13	91.41	145.02	148.09	143.01	100.13	72.52	182.55	84.63	78.89	120.1	167.9	57.49	178.77	236.21
163589	0	0	4.9	21.32	27.64	1.71	115.16	3.2	0	0.44	6.41	0	17.77	3.32	0	9.41	22.92
163590	341.51	271.48	258.57	301.33	435.55	255	291.04	312	271.48	438.59	206.94	220.32	316.37	414.87	283.05	327.56	389.72
163688	0	0	2.48	12.18	1.5	14.35	1.22	10.63	0	6.62	10.96	0.91	29.48	2.61	0	13.32	6.26
163702	0.44	1.33	23.08	105.89	77.79	60.39	28.24	31.45	4.74	48.87	70.01	0.44	148.09	34.26	0.44	117.6	88.26
163732	171.45	234.57	320.8	309.83	371.22	620.67	890.44	450.94	256.78	921.88	253.23	175.07	131.51	351.14	277.2	129.69	96.68
163747	0	0	0.82	1.69	5.45	10.88	423.61	0	0	743.43	0	0	1.06	1.1	0	1.95	0
163778	0	0	0	0	0	3.66	85.22	0	0	45.85	0	0	0	0	0	0	0
163782	1.35	8.78	25.35	1.38	3.69	5.68	0.83	3.96	2.18	2.89	1.08	6.11	2.48	8.78	0	10.16	4.43
163786	75.64	44.89	38.12	27.44	61.25	23.42	52.08	53.19	47.17	31.22	22.26	26.28	6.36	70.51	56.28	27.05	44.25
163859	199.85	309.83	312	206.94	253.23	217.27	166.73	215.77	242.88	351.14	209.84	334.46	332.14	376.41	193.01	371.22	256.78
163882	389.72	532.74	414.87	224.97	206.94	194.36	127.89	412	660.68	215.77	209.84	363.56	153.34	267.73	426.57	262.2	323.03
163933	19.53	16.63	10.08	6.06	7.34	7	1.6	5.54	5.59	3.29	12.64	69.52	5.23	17.38	27.25	8.99	8.06
164022	0	0	0	1.68	0	0.34	0	2.34	0	0.82	0.71	1.73	0	0.37	0	1.95	0
164045	9.63	8.38	19.82	7.46	1.5	3.06	6.78	33.3	12.93	1.27	7.46	48.87	9.13	7.69	19.68	1.99	6.62
164091	177.53	145.02	316.37	1437.15	366.09	684.02	529.06	297.17	204.07	332.14	412	93.35	476.71	441.64	195.72	532.74	1008.9
164118	1.31	1.77	6.89	3.06	1.48	2.34	10.31	13.72	0	5.32	21.47	0.44	5.59	5.82	0	3.92	5.15
164127	0	0	0	2.03	0.74	1.66	3.14	0	0	0	0.71	0	4.5	1.46	0	0.39	1.83
164153	2.61	0	2.84	0.68	0.74	0.35	0.8	6.67	5.96	0	0.72	0.44	0	0	1.75	1.17	0
164237	0.91	1.36	1.66	24.46	37.05	2.03	0	1.62	0.89	0	0	0.46	12.55	0.77	0.91	4.74	33.78
164284	265.87	151.22	130.6	12.74	11.21	9.85	42.71	156.59	312	3.38	50.98	92.7	16.27	44.89	204.07	13.93	84.63
164312	0	0	1.62	0	0	0	0.4	0	0	0	0	0	0.36	2.89	0.44	0.79	0.74
164395	0.45	3.08	3.26	5.06	2.58	3	0.82	3.96	3.44	1.66	1.43	0.89	1.75	0.74	1.33	1.19	4.39
164592	1.35	5.73	8.92	8.78	3.32	5.68	2.41	5.54	3.92	1.27	4.98	4.82	5.59	3.32	3.08	0.41	5.15
164633	0	0.45	2.03	7.75	4.03	1.01	1.99	0.8	0.88	0.84	3.17	1.75	3.5	5.45	0.89	1.97	1.85
164656	0.89	1.33	0.42	3.06	1.48	3.35	1.2	0.8	0.44	2.05	1.77	1.31	2.1	3.66	0	1.58	2.94
164668	0	3.11	32.36	39.22	38.4	32.59	13.52	30.34	1.33	27.84	75.11	1.35	25.54	55.1	6.21	41.81	31
164684	5.73	3.56	15	23.59	16.15	18.7	4.82	7.57	3.92	5.82	19.39	6.57	15	11.73	8.38	11.38	5.54
164781	0	0.88	0	0.68	1.1	0	0.8	1.19	0	0	2.81	0	0	0.73	0	0	1.1
164832	148.09	218.79	125.24	14.78	3.41	7.17	17.25	113.56	162.14	3.38	17.51	232.94	30.56	27.64	165.57	11.55	52.08
165055	26.67	17.64	45.53	82.87	90.77	76.71	80.57	40.93	36.27	60.39	66.18	37.85	56.28	147.06	22.43	96.68	110.43
165082	1.75	7.46	1.64	4.74	0.75	14.56	5.54	3.56	0.88	6.16	2.84	2.18	5.23	4.03	3.96	2.76	9.48
165140	74.06	90.14	134.3	49.91	66.65	75.11	44.89	255	114.36	56.68	183.82	117.6	93.35	217.27	186.4	228.13	161.02
165186	15.34	21.63	7	15.68	11.04	16.75	18.29	35.5	19.39	11.55	24.46	7.06	12.27	5.54	9.7	11.47	15.8
165215	65.26	30.34	76.17	27.05	74.06	15.11	102.25	58.71	67.59	14.45	31.9	51.71	19.25	124.37	31.22	52.45	48.52
165257	0	0	0.4	0.34	0.37	0	0	0	0	0.41	1.06	0.44	0	0.37	0	0.39	0.73
165324	329.84	312	217.27	195.72	224.97	218.79	258.57	255	323.03	279.14	224.97	248	183.82	301.33	236.21	204.07	194.36
165530	1.77	1.79	12.55	11.13	6.26	27.25	7.17	8.32	0.89	16.39	3.92	1.77	8.38	9.48	0.91	11.38	14.56
165545	0	2.25	4.54	47.5	193.01	136.19	323.03	35.5	0	73.54	19.82	0	30.78	26.67	0	13.03	7.4
165631	6.21	13.72	19.11	11.91	50.98	10.47	31.9	87.03	10.47	45.53	81.71	3.56	19.25	27.44	5.36	26.28	17.38
165679	5.02	0.96	307.69	1519.15	1096.5	1551.09	483.38	698.41	1.39	563.18	432.53	2.76	2287.2	1259.69	1.87	1175.27	2032.85
165829	46.5	29.48	41.22	3.44	2.61	2.39	4.43	39.79	47.5	1.68	10.31	77.79	0	12.09	57.89	5.92	9.2
165904	0.89	244.57	2.46	0.69	0.75	3.69	2.39	3.17	2.16	20.71	30.56	260.38	55.1	4.74	12.55	21.94	0.75
165918	183.82	164.42	209.84	193.01	262.2	343.89	202.66	206.94	189.02	232.94	166.73	111.21	231.32	242.88	180.02	318.57	246.28
166012	3.92	5.73	3.26	1.03	5.5	1.35	1.2	7.11	0	2.89	1.43	2.18	6.26	4.03	0	4.31	5.15
166336	1044.52	733.19	500.46	121.79	73.54	78.34	57.49	387.02	718.08	151.22	264.03	607.87	341.51	291.04	713.11	155.5	293.07
166348	45.21	43.94	39.79	88.88	50.27	8.51	2.86	24.99	72.01	0.45	5.06	24.99	69.52	13.32	51.35	32.36	81.14
166378	74.06	61.25	57.49	24.46	60.82	27.64	38.4	42.11	47.84	31.9	23.76	54.72	25.91	54.33	55.89	38.4	50.63
166379	57.08	30.34	55.49	49.91	68.07	17.77	20.26	38.12	58.71	16.88	41.81	24.99	6.73	34.75	48.18	18.43	46.84
166614	218.79	316.37	158.79	88.88	47.17	41.22	24.11	130.6	125.24	15.91	63	199.85	43.63	65.72	329.84	43.94	94.67
166647	371.22	289.02	212.78	226.54	251.48	128.79	72.52	217.27	384.34	60.82	175.07	220.32	181.28	285.03	325.29	291.04	353.59
166655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166752	18.7	2.2	0.82	0.68	0.38	0	0.4	3.96	0	0	0.36	2.63	0	0.38	0	0	0.38
166785	91.41	93.35	121.79	215.77	166.73	246.28	178.77	125.24	62.56	159.9	150.17	119.26	182.55	114.36	75.64	172.65	165.57
166793	89.51	92.7	113.56	139.07	79.45	89.51	62.56	94.67	88.88	62.12	78.89	47.17	78.89	77.79	101.54	76.17	99.43
166815	92.7	52.45	73.54	187.71	94.67	107.38	127.89	83.45	107.38	21.16	119.26	33.3	73.54	102.25	82.29	47.5	148.09
166824	1.35	3.14	96.68	368.65	171.45	334.46	105.89	129.69	0	32.59	123.5	0	239.52	178.77	2.23	409.15	559.28
166863	0.43	0	0	0	0	0	0	0	0	0.41	0	0.43	0.69	0	1.73	0	0
166929	450.94	409.15	224.97	46.18	122.64	178.77	151.22	152.28	293.07	339.14	158.79	583.07	1340.84	217.27	305.55	483.38	154.42
166968	120.1	152.28	166.73	181.28	134.3	111.21	103.69	144.01	167.9	138.1	127	111.21	253.23	198.47	145.02	186.4	161.02
166979	0	0	0	0	5.06	0	0	0	0	0	0	0	0.69	0.73	0	0.78	0
167127	0	0	1.64	11.73	32.36	20.41	0.41	12.09	0	0	3.53	0	0	0	0	3.14	3.29
167153	371.22	497	432.53	624.99	454.09	476.71	389.72	470.14	438.59	381.68	441.64	358.54	400.71	473.41	366.09	599.49	703.28
167227	169.07	115.16	156.59	182.55	201.25	169.07	131.51	178.77	115.16	135.24	309.83	147.06	108.14	202.66	81.71	159.9	183.82
167410	0	0.44	2.81	0.68	0.38	0	0.4	0.79	0	0	1.41	0.44	0	0.73	0	3.11	2.89
167465	21.47	6.67	40.64	8.19	7.4	7.4	4.03	16.27	36.79	10.71	13.83	9.63	2.14	35.25	7.94	15.34	16.88
167555	28.65	16.27	8.92	25.91	8.85	17.64	31.45	18.43	12.09	14.78	19.39	19.53	10.47	23.93	18.29	12.55	24.81
167681	102.25	73.03	60.82	11.21	6.67	34.75	10.39	60.82	32.59	4.98	12	40.36	8.06	36.27	33.54	20.71	20.56
167691	117.6	98.73	122.64	76.17	73.54	55.49	36.27	84.04	100.83	30.12	37.85	50.27	85.82	96.68	88.26	151.22	102.25
167826	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0
167838	14.89	35.76	37.85	9.48	20.56	8.06	7.17	36.01	58.71	9.48	25.35	14.78	5.96	33.78	49.56	33.78	14.35
168002	37.85	50.27	25.17	26.28	25.91	8.38	5.23	13.03	7.4	0.85	80.57	5.73	7.06	11.38	41.52	11.38	70.51
168090	0	0	0	3.35	0.73	1	0	0	0	0.83	1.41	0.44	5.5	2.18	0	0	1.46
168374	40.64	15.91	47.17	92.7	94.01	39.79	55.1	50.63	31.45	59.55	75.11	16.75	41.22	120.94	38.67	51.71	35.5
168391	0	0	0	2.68	0	0	0	0	0	0	0	0	0	7.22	0	0	0
168400	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0
168417	0	0	0	0	1.45	0	0	0	0	0	0	0	0	0	0	0	0
168433	0	3.08	0	1.36	0.74	2.34	0	1.58	0.87	1.64	0.72	1.31	2.1	1.46	3.06	0.79	0.74
168451	325.29	323.03	351.14	234.57	197.09	147.06	134.3	275.28	351.14	101.54	199.85	358.54	135.24	291.04	237.86	199.85	312
168455	193.01	497	285.03	80.01	212.78	115.97	129.69	211.31	204.07	232.94	1059.11	1359.57	271.48	336.79	97.36	237.86	87.65
168507	0.91	0.92	4.5	24.81	26.67	18.03	5.59	5.96	1.77	8.25	3.92	13.52	5.63	4.78	1.35	5.92	28.04
168537	295.11	117.6	708.18	223.41	447.82	356.05	256.78	536.45	339.14	336.79	1159.07	167.9	100.13	612.11	236.21	211.31	363.56
168544	122.64	71.5	144.01	113.56	73.54	74.58	56.28	119.26	81.14	46.84	177.53	69.52	42.71	178.77	69.03	90.77	107.38
168620	0	7.94	3.66	1.38	36.01	4.03	29.91	1.6	0	7	12.64	0.89	1.77	5.11	2.66	0	2.23
168667	25.35	21.63	64.34	5.5	43.32	40.64	6.46	15.11	16.51	45.85	115.16	46.5	12	82.87	4.46	53.95	35.5
168850	189.02	158.79	199.85	224.97	193.01	178.77	136.19	193.01	232.94	246.28	208.38	287.01	384.34	244.57	217.27	265.87	269.6
168975	0.87	0	0	0	0	0	0	0.79	0	0	0	0	0	1.81	0	1.95	0
169026	34.75	33.54	17.77	0.36	10.63	0	3.2	24.28	9.06	2.07	2.84	34.26	4.9	3.32	21.32	0.8	1.85
169044	0	0.47	15.11	9.2	4.46	11.47	3.23	44.89	0.46	3.35	106.63	0.46	234.57	21.94	0.46	13.83	4.1
169166	0.52	3.26	151.22	2303.12	1857.6	466.88	353.59	156.59	3.63	264.03	587.13	2.78	698.41	521.76	8.19	518.15	1583.71
169200	412	392.44	348.71	470.14	293.07	127.89	129.69	279.14	450.94	153.34	368.65	356.05	265.87	551.56	309.83	211.31	518.15
169270	59.55	18.29	96.01	59.97	27.05	46.18	39.22	58.71	100.83	35.25	48.18	43.02	51.71	63.89	89.51	63.89	78.34
169355	0.88	0.89	1.22	1.69	4.39	5.63	0	5.11	1.3	5.73	18.43	11.21	2.78	6.16	1.75	1.17	1.1
169436	10.16	17.64	36.01	35.5	21.63	21.78	15.22	34.02	22.92	10.39	6.46	23.08	5.32	28.86	55.1	22.75	11.47
169522	0.44	0	0.41	0	0	0	0.4	0	0.43	0.41	1.41	0.44	0	0.37	2.61	0.39	1.46
169611	808	447.82	551.56	85.82	151.22	221.86	316.37	579.04	559.28	457.25	246.28	483.38	119.26	536.45	738.29	231.32	289.02
169693	332.14	314.17	373.81	39.5	10.39	11.82	44.89	260.38	373.81	5.87	24.28	441.64	7.82	75.11	463.65	7.94	111.99
169714	84.04	73.54	94.01	81.71	84.63	83.45	51.35	98.04	61.25	112.77	155.5	97.36	120.94	175.07	55.1	108.9	114.36
169792	87.65	102.97	108.14	37.59	24.81	26.67	28.86	81.71	139.07	18.43	58.3	164.42	81.71	108.14	73.54	63	105.15
169841	20.26	18.7	27.84	43.02	17.77	20.26	16.03	32.59	32.82	19.53	28.04	10.16	36.53	22.43	29.06	18.97	57.08
169966	0	0	0	0	1.08	0	0	0.78	0	0	0	0	0	0	0	0.78	0.73
169981	63.89	49.21	105.89	85.82	39.5	43.94	24.99	53.95	59.13	18.29	46.84	49.21	52.82	63.45	66.18	62.56	136.19
170062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170063	0	0	0	1.01	0.37	0	0	0.39	0	0	0	0	0.36	0.37	0	0.39	0
170082	49.21	53.95	59.55	50.27	45.21	19.39	25.54	69.03	103.69	16.88	29.06	19.25	8.85	35.76	58.71	21.16	44.57
170261	9.93	1.77	5.63	4.39	2.94	0.35	1.6	5.5	3.86	8.13	1.07	4.35	2.43	6.52	1.33	0.8	1.48
170302	0	0	0	0	0.73	0.34	0	0.39	0	0	0	0	0	0.37	0	0	0
170371	236.21	285.03	813.63	226.54	269.6	275.28	121.79	397.93	301.33	271.48	543.96	248	187.71	575.03	231.32	279.14	231.32
170384	353.59	275.28	363.56	223.41	426.57	182.55	312	228.13	285.03	205.5	307.69	182.55	244.57	438.59	273.37	279.14	343.89
170392	0.88	0	0.82	0.35	2.56	1	0.4	1.57	0	0.41	0.36	0	0.36	10	0.44	0.39	0.38
170393	0	0	1.23	175.07	8.78	7.34	25.72	1.6	0	7.82	10.96	0.44	7.34	29.06	0	5.5	12.09
170394	138.1	147.06	209.84	1051.79	647.07	1044.52	400.71	332.14	212.78	483.38	480.04	120.1	500.46	309.83	249.73	547.75	403.5
170463	791.35	728.11	629.35	1331.57	2303.12	1477.58	748.61	934.76	514.56	796.86	1832.01	708.18	1259.69	1119.56	543.96	1331.57	1277.29
170482	0	5.19	0	0	12.55	0	0	2.34	3	5.68	14.89	0	0	14.35	0	2.34	6.84
170487	11.91	4.46	12.64	79.45	162.14	90.77	19.97	19.39	13.93	24.28	44.57	4.9	26.28	28.45	17.64	20.11	35.5
170506	575.03	647.07	665.29	607.87	718.08	518.15	684.02	567.1	679.29	629.35	665.29	743.43	660.68	733.19	444.72	764.36	679.29
170572	1.3	0.88	0	0	1.1	0.67	0	0	0.85	0	0	0.87	0.69	0.73	0.88	0	0
170575	74.06	35.5	159.9	59.97	107.38	80.57	36.01	127	85.22	81.71	211.31	29.48	21.94	144.01	46.18	53.95	77.25
170589	0	0	2.43	6.06	1.11	23.42	1.99	1.58	0	2.05	2.81	1.75	3.82	3.29	0	14.35	2.92
170591	1.31	2.2	4.46	0	3.32	3	1.6	6.31	0	2.05	2.84	0.44	1.41	4.74	0	0.79	2.58
170622	7433.4	8718.32	9215.48	7280.4	10084.54	5831.91	5006.93	8840.04	9606.86	4769.75	9279.58	8901.53	5366.37	6294.04	8247.98	6745.86	5913.33
170626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170627	0	0	0	0	0	0	0	0	5.11	0	0	0	0	0	0	0	0
170679	43.94	61.25	124.37	32.59	36.79	68.07	9.27	97.36	39.5	40.07	134.3	42.41	63.89	32.36	117.6	41.81	129.69
170680	0	2.25	5.73	11.21	53.57	34.51	145.02	6.36	3.5	18.56	1.46	2.68	5.32	66.18	1.36	5.15	41.52
170685	113.56	45.85	34.02	44.89	13.03	12.55	12.93	75.64	110.43	10	37.59	53.19	16.63	52.45	98.73	29.91	38.95
170689	277.2	138.1	241.19	17.25	21.63	55.1	55.49	92.7	166.73	85.82	117.6	426.57	59.13	132.44	133.36	31	133.36
170690	567.1	78.89	85.82	1.06	9.2	29.06	1.62	80.01	84.04	0.44	33.3	108.14	4.24	120.94	166.73	1.6	52.08
170691	42.41	40.93	33.06	22.1	7.82	16.15	32.59	52.45	41.52	35.5	20.56	72.01	21.01	10.39	22.1	23.59	33.54
170692	6.06	10	8.45	0	0.38	5.63	2.78	0.79	0.43	4.1	4.58	5.19	2.43	8.32	1.31	2.34	2.92
170712	0	0	0	0	79.45	0	0	0	0	0	0	0	4.17	12.27	0	2.76	0
170825	0	4.82	0	0	1.1	0	0	0	0	0.83	4.21	0	0	0	0	1.95	1.1
170850	0.44	0.44	0.41	0.35	2.89	0.34	0.4	0	0	0.82	1.06	0.87	0.36	1.81	0.88	1.17	0.73
170954	1709.26	2133.97	1819.35	500.46	915.51	791.35	909.17	1617	1023	1208.34	2682.69	5183.54	1208.34	1519.15	1304.15	1437.15	890.44
170959	75.64	70.51	98.73	214.27	110.43	248	242.88	158.79	98.04	384.34	94.01	45.85	155.5	144.01	67.12	151.22	215.77
170960	133.36	197.09	267.73	429.54	267.73	264.03	295.11	255	209.84	246.28	215.77	189.02	329.84	242.88	145.02	332.14	351.14
170961	8.78	10.63	16.63	77.25	7.4	27.25	6.01	28.86	28.86	8.71	17.38	7.94	36.79	12.09	16.27	29.27	39.5
171017	733.19	624.99	753.83	647.07	476.71	551.56	514.56	780.44	802.41	414.87	529.06	500.46	624.99	651.58	769.69	656.11	785.88
171019	19.25	21.01	11.38	6.78	4.43	6.73	3.99	12.64	4.78	6.21	15.91	3.08	27.84	37.85	3.53	44.89	32.36
171023	532.74	547.75	511	358.54	454.09	279.14	253.23	532.74	514.56	320.8	457.25	583.07	454.09	603.67	406.31	511	457.25
171024	16960.78	35856.82	6887.62	450.94	208.38	860.08	1709.26	9808.75	22850.48	547.75	1233.75	21468.49	463.65	2701.35	33455.53	1295.13	4010.71
171169	0	0	0	8.78	7.28	16.27	34.02	1.2	0	90.77	1.07	0.89	0	3.29	0	3.53	4.03
171177	2.27	1.85	244.57	1208.34	3564.78	4543.8	5366.37	961.07	0.92	2178.83	220.32	0.48	450.94	476.71	2.73	260.38	1183.45
171389	0.44	1.77	3.26	0.35	10.31	2.01	0.4	1.99	1.73	11.91	30.78	0	26.28	2.92	0.88	5.5	3.66
171392	31.22	16.88	60.82	191.67	204.07	100.13	33.06	67.59	31.22	181.28	60.82	8.85	84.63	77.79	40.93	66.65	187.71
171425	283.05	221.86	320.8	341.51	255	269.6	275.28	305.55	299.25	285.03	217.27	264.03	231.32	183.82	353.59	201.25	255
171482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171483	1.3	0	0.82	2.34	0.73	2.32	0	0	0	0	1.75	0.44	0	0	0	0	0
171484	0.88	0	0.41	0.35	0.74	0	0	0.8	0	0	0.37	0.44	0.36	7.57	0	1.19	0
171490	0	0	0	0	0	0	0	0	0	0	2.81	0	0	0	0	0	0
171546	981.29	1397.83	738.29	486.75	684.02	813.63	934.76	669.92	718.08	928.3	1135.2	1605.83	563.18	860.08	607.87	525.39	543.96
171558	0	4.78	1.62	4.03	10.47	1	0	8.92	0	5.28	22.43	0	0	13.62	0	1.17	2.92
171568	688.78	587.13	651.58	764.36	551.56	563.18	796.86	599.49	785.88	543.96	587.13	521.76	323.03	748.61	808	547.75	679.29
171586	138.1	105.89	146.03	183.82	460.44	248	567.1	190.34	119.26	214.27	264.03	58.3	241.19	236.21	57.89	234.57	249.73
192111	463.65	525.39	457.25	629.35	547.75	693.58	988.12	420.68	514.56	878.17	583.07	353.59	728.11	693.58	483.38	486.75	563.18
192134	0	0	0	0.34	7.22	1.66	12.09	0	0	12.45	0	0	0	0.37	0	0	0.37
192286	5441.3	4736.79	5633.22	7180.15	4298.64	5831.91	5831.91	5672.41	4388.98	3235.01	7382.04	3928.15	5292.48	5076.84	4419.52	4419.52	4836.35
192666	16.27	68.07	26.1	1.06	53.19	2.41	2047	57.08	6.57	14.89	126.12	3.11	45.21	29.7	9.27	19.68	28.65
192668	141.02	187.71	251.48	47.17	54.33	59.97	6.11	144.01	185.11	13.32	84.63	70.01	79.45	141.02	314.17	145.02	126.12
192669	129.69	159.9	73.03	66.18	64.8	75.64	60.82	127.89	111.99	100.13	67.12	205.5	127	114.36	119.26	111.99	108.14
192670	253.23	241.19	194.36	144.01	173.85	130.6	129.69	236.21	264.03	104.42	117.6	244.57	115.97	138.1	269.6	204.07	248
192683	134.3	54.72	177.53	547.75	376.41	37.85	13.22	120.94	29.48	32.13	156.59	30.78	112.77	123.5	32.13	147.06	299.25
195814	0	2.71	8.19	24.11	40.93	50.98	896.64	41.22	0	353.59	32.36	1.36	381.68	61.25	1.81	164.42	17.64
195827	273.37	392.44	287.01	147.06	182.55	89.51	84.63	226.54	348.71	138.1	356.05	674.59	279.14	336.79	289.02	323.03	121.79
195828	1023	45.53	30.34	14.89	67.12	22.75	58.3	20.11	20.26	43.63	39.5	38.12	20.26	92.7	17.64	45.85	47.17
195977	0	0	0	0.69	0.75	0	0	0.82	0	0.42	1.08	0.45	0	0.39	0	2.39	0.39
196051	8.71	3.53	8.13	40.07	2.61	4.03	0	3.96	3.06	1.68	3.89	1.77	1.77	9.48	13.52	18.29	2.94
196074	134.3	136.19	132.44	100.83	105.89	101.54	89.51	152.28	141.02	81.14	87.65	118.43	108.14	139.07	146.03	117.6	144.01
196264	6.57	10.08	65.26	116.78	271.48	212.78	579.04	127.89	9.93	753.83	92.7	12.64	256.78	133.36	10.08	493.56	173.85
196294	476.71	432.53	503.95	493.56	1378.57	409.15	307.69	423.61	511	457.25	435.55	480.04	368.65	638.15	503.95	438.59	599.49
196335	2.18	0	2.03	0	0.74	0	0	0	2.16	0	0	0	0	1.83	0	1.95	2.92
196374	0	0	3.69	5.11	6.62	27.44	2193.99	6.73	0	10084.54	1.1	0	2.84	8.06	0	3.56	2.23
196383	412	409.15	688.78	738.29	796.86	607.87	366.09	947.83	607.87	447.82	1304.15	356.05	490.14	785.88	343.89	909.17	507.46
196385	2.2	1.33	2.43	5.73	2.58	5.68	0	1.6	3.44	2.07	1.07	3.06	8	4.39	2.63	3.92	3.32
196394	249.73	256.78	215.77	262.2	182.55	214.27	127	218.79	255	133.36	169.07	336.79	255	189.02	293.07	307.69	262.2
196403	1015.93	961.07	1151.06	555.41	435.55	325.29	209.84	1216.75	1183.45	199.85	579.04	890.44	327.56	638.15	1304.15	587.13	599.49
196410	41.52	17.9	29.06	6.46	186.4	4.03	7.94	23.08	6.06	4.98	12.64	10.47	2.48	17.13	5.73	6.31	5.15
196415	0	0	2.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196441	193.01	255	327.56	406.31	251.48	356.05	441.64	476.71	253.23	312	356.05	312	1322.37	260.38	191.67	629.35	444.72
196463	638.15	476.71	642.59	176.29	379.04	153.34	140.04	395.18	457.25	190.34	412	366.09	281.09	796.86	575.03	329.84	507.46
196483	241.19	241.19	224.97	231.32	232.94	155.5	228.13	166.73	194.36	176.29	262.2	134.3	162.14	244.57	277.2	152.28	228.13
196500	14.14	16.03	45.85	63.45	13.03	7.11	4.06	23.76	8.32	11.21	40.36	1.36	62.56	123.5	5.36	202.66	85.82
196513	669.92	555.41	583.07	346.29	237.86	255	165.57	651.58	698.41	108.14	309.83	206.94	101.54	334.46	693.58	237.86	412
196527	1540.37	2090.03	1617	738.29	603.67	629.35	334.46	1111.82	1844.76	316.37	559.28	1781.89	575.03	961.07	1819.35	791.35	1233.75
196528	171.45	151.22	158.79	163.28	152.28	138.1	162.14	162.14	154.42	159.9	147.06	123.5	127	194.36	126.12	186.4	215.77
196541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196740	460.44	435.55	470.14	117.6	138.1	91.41	63.45	334.46	356.05	90.14	194.36	412	189.02	486.75	371.22	384.34	470.14
196743	118.43	87.03	153.34	169.07	118.43	255	297.17	242.88	126.12	224.97	228.13	66.65	231.32	148.09	111.99	165.57	144.01
196792	31.22	16.03	47.84	88.26	52.08	16.88	4.1	40.07	15.22	26.86	66.18	21.16	33.06	54.33	17.77	34.75	62.12
196883	83.45	172.65	563.18	132.44	137.14	228.13	87.03	260.38	181.28	132.44	373.81	151.22	139.07	264.03	102.25	258.57	153.34
196913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196951	183.82	242.88	199.85	114.36	126.12	79.45	40.64	236.21	283.05	58.71	75.11	211.31	46.84	116.78	242.88	128.79	132.44
196993	0	5.23	3.63	1.01	1.46	1.68	0.4	1.19	0	1.64	0	0	1.06	1.46	0	0	0.74
196996	3.11	6.21	6.16	24.28	15.8	22.26	34.02	13.42	1.33	15.56	6.06	4.43	7.4	8.45	0.47	15.34	17.51
197021	3.47	0.44	1.62	2.03	0.74	1.35	1.99	3.14	0.44	0.83	1.41	0.88	1.75	1.46	0	0.79	2.18
197131	265.87	293.07	256.78	142.01	161.02	123.5	69.03	182.55	223.41	91.41	117.6	426.57	229.72	190.34	239.52	182.55	239.52
197135	13.62	11.47	19.53	21.32	38.4	52.82	20.71	73.54	1.77	48.52	85.82	7.46	32.13	26.67	7.51	23.93	17.64
197257	28.65	22.26	71	620.67	281.09	57.89	819.3	46.84	24.99	141.02	49.56	40.07	68.07	24.81	21.32	51.71	158.79
197258	88.88	134.3	202.66	429.54	361.04	297.17	175.07	211.31	125.24	191.67	202.66	111.21	194.36	190.34	131.51	287.01	334.46
197259	74.58	145.02	154.42	214.27	262.2	289.02	303.44	177.53	98.04	412	303.44	166.73	323.03	190.34	74.06	253.23	231.32
197320	74.58	53.95	65.72	81.14	41.52	31.9	32.82	85.82	78.89	24.46	44.89	40.36	37.85	38.4	76.17	34.26	79.45
197322	320.8	353.59	426.57	669.92	466.88	607.87	438.59	514.56	320.8	351.14	591.22	279.14	358.54	483.38	309.83	603.67	638.15
197335	205.5	141.02	262.2	400.71	226.54	277.2	277.2	249.73	158.79	173.85	271.48	169.07	417.77	201.25	169.07	497	348.71
